communityname,State,pop,perHoush,pct12-21,pct12-29,pct16-24,pct65up,medIncome,pctNotHSgrad,pctCollGrad,pctUnemploy,pctAllDivorc,persHomeless,violentPerPop
EastBrunswicktownship,NJ,43548,2.92,13.54,25.63,12.2,8.2,58769,11.99,40.94,3.86,5.9,0,152.07
Burkburnettcity,TX,10145,2.69,14.21,24.55,11.73,11.26,25943,23.66,13.38,8.04,10.29,0,152.6
Simpsonvilletown,SC,11708,2.78,13.63,28.19,11.61,6.59,34990,21.56,21.51,3.64,11.15,0,153.93
Bethanycity,OK,20075,2.61,15.67,27.79,15.03,11.06,27235,20.81,19.62,6.17,12.69,0,154.31
SouthPortlandcity,ME,23163,2.49,13.2,27.45,13.1,14.12,31877,14.54,21.44,4.22,10.78,0,154.77
GreenRivercity,WY,12711,3.09,17.24,26.28,11.15,4.5,40378,16.84,15.71,5.29,10.15,0,155.04
Ashwaubenonvillage,WI,16376,2.69,14.72,29.94,13.95,5.78,35108,12.1,18.08,3.59,8.49,0,155.08
NorthArlingtonborough,NJ,13790,2.44,10.46,22.97,10.69,19.59,39433,26.69,16.56,4.71,6.77,0,155.09
NewMilfordborough,NJ,15990,2.59,10.56,23.23,10.78,15.8,44600,18.46,25.49,5.73,6.99,0,155.14
Oshkoshcity,WI,55006,2.62,18.61,34.4,21.34,12.2,25168,21.39,19.6,4.82,9.2,0,155.25
Tullahomacity,TN,16761,2.54,13.06,24.19,11.26,13.08,26298,26.24,21.59,5.45,11.3,0,155.37
Peabodycity,MA,47039,2.68,11.77,25.18,11.85,12.85,39800,20.82,20.91,5.31,8.24,0,155.42
Muhlenbergtownship,PA,12636,2.51,10.14,19.25,9.15,19.77,32979,28.14,14.28,3.05,7.66,0,155.62
Goffstowntown,NH,14621,3.07,19.02,30.98,18.54,10.06,42160,18.3,20.3,5.66,7.14,0,155.67
NetherProvidencetownship,PA,13229,2.75,11.56,20.64,9.68,14.32,52780,11.77,43.62,2,7.12,0,156.08
DePerecity,WI,16569,2.87,19.92,32.94,19.17,10.01,34544,14.58,22.2,3.34,6.76,0,157.66
Provocity,UT,86835,3.65,28.27,55.62,38.89,5.85,21162,10.15,34.54,5.85,4.58,9,157.99
Watertowncity,SD,17592,2.5,14.1,25.74,12.41,14.54,20606,23.65,14.08,5.53,8.07,0,158.85
Bridgewatertown,MA,21249,3.57,19.11,34.89,20.95,7.15,41933,17.09,21.74,6.22,9.66,0,159.32
WestHempfieldtownship,PA,12942,2.87,12.25,24.44,9.91,8.11,38527,21.33,20.53,2.54,8.04,0,159.55
Moscowcity,ID,18519,2.82,26.99,48.06,34.73,6.61,19977,7.68,48.53,6.09,6.68,0,159.72
Edmondcity,OK,52315,2.79,15.61,28.32,13.89,6.07,37644,9.65,43.46,3.89,9.08,0,160.72
Denvilletownship,NJ,13812,2.83,12.4,23.61,11.81,10.35,59724,11.87,36.01,2.73,7.02,0,160.76
GloucesterCitycity,NJ,12649,2.75,13.31,26.67,12.53,14.13,28998,36.6,6.44,5.92,12.07,0,160.93
Sterlingcity,CO,10362,2.4,15.23,26.13,13.2,15.01,20189,22.38,13.15,4.52,11.07,0,161.02
Tiffincity,OH,18604,2.65,17.44,29.62,16.84,13.69,24215,23.57,13.31,6.44,9.55,0,161.19
Shorewoodvillage,WI,14116,2.16,9.83,23.8,10.06,15,34417,8.19,53.98,2.78,10.48,0,161.4
Biddefordcity,ME,20710,2.6,14.77,29.68,15.5,13.53,28496,33.06,10.72,6.33,10.2,0,161.51
Carytown,NC,43858,2.59,11.9,28.41,11.57,4.11,46259,5.1,48.76,2.41,8.58,0,161.68
Douglascity,AZ,12822,3.2,18.62,28,14.12,12.89,14994,51.9,9.47,19.22,10.6,0,161.69
Augustacity,ME,21325,2.41,12.51,25.44,12.51,14.99,25790,25.61,16.29,5.38,13.73,0,161.73
Oskaloosacity,IA,10632,2.45,14.86,25.9,13.61,17.07,21568,24.6,15.73,6.76,10.31,0,161.9
Plainsborotownship,NJ,14213,2.08,8.57,34.4,11.68,2.69,46915,3.84,59.22,3.39,10.93,0,162.1
Hobartcity,IN,21822,2.7,13.99,24.93,11.45,12.84,34602,21.32,11.71,4.86,9.4,0,163.75
NorthAndovertown,MA,22792,2.89,16.94,27.4,15.95,10.81,51692,10.17,40.55,4.45,7.07,0,165.71
Bucyruscity,OH,13496,2.49,13.68,25.94,12.14,13.42,22023,30.67,10.33,9.53,13.45,0,165.96
Belmontcity,CA,24127,2.39,9.97,24.66,11.31,10.51,50859,8.47,36.77,3.41,11.46,0,166.15
Wauwatosacity,WI,49366,2.49,10.24,21.23,8.72,16.66,40041,11.27,38.46,2.26,7.39,0,166.4
Cranstoncity,RI,76060,2.59,11.26,24.23,11.85,16.87,34528,26.03,21.11,5.96,9.69,0,166.71
BeechGrovecity,IN,13383,2.44,12.8,27.18,12.52,14.68,29549,23.02,10.44,4.41,12.82,0,167.34
Marlborotownship,NJ,27974,3.43,15.61,23.54,11.83,7.01,70039,9.5,43.92,3.89,4.05,0,167.41
Rollacity,MO,14090,2.65,23.71,41.21,29.24,11.83,18784,23.16,28.32,6.71,9.02,0,167.73
Burlesoncity,TX,16113,2.9,15.25,27.63,12.77,7.17,33628,23.97,11.33,6.25,10.84,0,167.79
Oconomowoccity,WI,10993,2.62,12.99,24.14,10.49,14.1,34061,15.88,21.05,2.46,8.84,0,168.48
Richmondcity,IN,38705,2.48,15.25,27.62,14.86,14.67,20585,32,12.96,8.5,14.1,0,168.57
Nortoncity,OH,11475,2.8,13.65,23.21,11.2,12.88,34198,22.93,14.11,5.33,7.42,0,168.99
Fultoncity,NY,12929,2.48,13.91,26.73,13.15,14.94,22955,28.49,12.42,10.35,13.08,1,169.44
LaGrandecity,OR,11766,2.54,18.43,30.06,17.77,12.97,21318,19.23,19.54,7.41,11.62,0,170.15
Mantuatownship,NJ,10074,2.91,12.87,25.38,11.61,9.89,42841,22.53,17.99,3.2,7.41,0,170.42
Rocklincity,CA,19033,2.69,13.1,24.39,10.73,8.68,40417,10.74,26.07,4.44,11.7,0,170.78
Sharonvillecity,OH,11312,2.39,11.41,26.59,12.08,10.73,36332,19.9,21.92,2.27,11.95,0,171.06
Stauntoncity,VA,24461,2.59,13.34,25.4,13.06,15.22,25366,28.58,17.78,3.58,13.06,0,171.38
Mustangcity,OK,10434,2.99,16.92,28.61,12.86,4.48,36512,16.93,13.02,4.37,9.28,0,171.7
Rockawaytownship,NJ,19572,2.83,12.29,25.06,11.66,7.8,56713,10.62,35.65,3.27,7.22,0,172.63
Saratogacity,CA,28061,2.79,12.18,19.3,9.92,12.1,86674,5.01,57.87,2.86,6.59,0,173.3
SouthOgdencity,UT,12105,2.82,15.79,27.74,13.12,12.96,33524,12.8,25.16,4.63,10.16,0,173.4
NewPhiladelphiacity,OH,15698,2.39,12.91,24.54,11.68,14.74,22405,23.23,9.77,8.37,12.04,0,173.57
Wataugacity,TX,20009,3.22,13.17,28.71,10.22,2.18,41096,15.09,15.25,3.25,9.07,0,173.62
Hampdentownship,PA,20384,2.71,13.86,23.76,11.41,9.42,44250,9.55,31.41,2.13,7.68,0,173.64
Andrewscity,TX,10678,2.98,16.39,28.02,12.85,9.69,26136,38.5,9.74,7.12,9.23,0,173.77
Neenahcity,WI,23219,2.57,12.52,25.51,10.96,10.72,32285,15.89,20.5,4.46,9.7,0,174.98
BrokenArrowcity,OK,58043,3.01,14.59,26.45,10.55,4.89,37601,10.38,24.75,3.76,8.63,0,175.54
HuberHeightscity,OH,38686,2.86,14.65,28.4,12.74,5.57,37900,15.94,18.27,4.59,10.34,0,176.25
FrontRoyaltown,VA,11880,2.53,12.72,25.83,12.35,14.65,26777,41.92,8.06,6.16,12.52,0,177.04
Hamdentown,CT,52434,2.54,12.6,24.4,12.81,17.14,41814,15.22,32.38,3.83,7.71,0,177.06
Hermistoncity,OR,10040,2.6,14.75,26.11,12.58,11.8,20674,28.09,11.72,10.06,14.64,0,177.73
Brookfieldcity,WI,35184,2.95,13.16,20.09,9.87,11.49,57132,8.98,41.74,2.25,4.16,0,177.84
Springdalecity,AR,29941,2.62,14.12,27.13,12.91,11.4,25376,29.94,13.68,3.56,11.57,0,178.31
Lyndhursttownship,NJ,18262,2.55,11.38,24.45,11.7,17.73,41000,29.89,14.99,4.55,7.42,0,178.33
LighthousePointcity,FL,10378,2.09,7.02,14.68,7.1,25.27,40934,14.88,27.58,4.36,10.23,0,178.57
Missioncity,TX,28653,3.45,18.57,29.66,14.96,13.32,17489,47.39,12.19,12.14,7.43,0,178.75
Plainstownship,PA,10988,2.65,10.95,20.52,9.77,21.11,25344,30.9,12.48,6.44,7.27,0,178.97
Marshfieldtown,MA,21531,2.85,13.78,25.83,12.56,7.73,48986,7.03,32.79,6.62,8.53,1,179.06
Irmotown,SC,11280,3.05,12.73,26.38,9.84,2.33,42281,5.4,35.93,2.94,7.66,0,179.32
Florissantcity,MO,51206,2.67,11.99,25.49,11.43,12.5,36809,19.75,16.32,3.5,9.17,0,179.38
Burlingtoncity,VT,39127,2.67,26.33,45.34,32.37,8.96,25523,17.64,34.8,6.31,9.28,1,179.92
Clearfieldcity,UT,21435,3.48,20.46,34.68,18.33,5.21,26875,13.46,12.17,6.5,10.29,0,180.13
Longmontcity,CO,51555,2.63,13.28,25.97,11.43,8.66,32534,15.48,20.45,5.98,12.75,0,180.36
Moorestowntownship,NJ,16116,2.76,12.34,21.53,10.25,14.4,54834,12.1,45.01,3.03,7.51,0,181.86
Totowaborough,NJ,10177,2.94,12.14,24.45,12.27,17.52,46309,31.91,16.47,3.91,5.82,0,182.15
Eveshamtownship,NJ,35309,2.81,12.79,26.81,11.76,5.75,51676,9.91,37.19,2.47,8.85,0,182.6
Metuchenborough,NJ,12804,2.59,10.61,21.71,9.93,14.18,53226,14.54,37.58,3.14,7.56,0,183.56
PortOrangecity,FL,35317,2.36,10.4,20.43,9.47,21.3,26472,20.23,15.26,4.54,11,0,184.39
RoundRockcity,TX,30923,2.93,14.93,30.4,12.71,4.14,33228,14.97,22.12,4.03,12.22,0,184.77
Ramseyborough,NJ,13228,2.84,13.07,24.25,11.44,8.54,65590,6.7,47.02,3.75,6.65,0,185.08
Woostercity,OH,22191,2.58,18.31,29.7,18.07,12.58,27148,20.68,23.99,5.93,11.46,0,185.48
FosterCitycity,CA,28176,2.51,11.65,26.23,11.54,6.49,60462,4.96,46.69,3.4,11.7,0,185.69
MountOlivetownship,NJ,21282,2.67,13.19,30.09,14.06,5.23,45828,11.38,29.77,3.64,9.67,0,185.97
Speedwaytown,IN,13092,2.06,10.74,26.23,12.94,18.21,29547,14.56,17.67,2.57,14.64,0,186.04
Nortontown,MA,14265,3.07,19.05,31.62,17.7,7.28,43861,16.58,22.12,5.01,8.96,0,186.22
Naticktown,MA,30510,2.54,10.33,25.56,10.99,11.7,49229,9.54,42.39,4.73,7.79,0,186.52
Miamisburgcity,OH,17834,2.69,13.36,25.7,12,10.89,32436,23.03,14.92,4.12,10.54,0,186.81
RockvilleCentrevillage,NY,24727,2.7,12.43,22.53,10.69,15.34,55476,12.32,43.95,3.63,6.4,1,187.87
Arlingtontown,MA,44630,2.37,9.07,24.76,10.69,15.62,43309,11.49,41.89,4.47,7,0,188.02
Veronatownship,NJ,13597,2.47,9.71,20.6,9.8,17.98,55248,10.5,42.01,2.54,6.58,0,188.13
AmericanForkcity,UT,15696,3.83,20.03,30.7,13.79,7.26,29624,16.35,20.05,6.09,5.85,0,188.13
Bedfordcity,TX,43762,2.49,13.75,28.84,13.12,4.21,42453,7.02,34.29,3.53,13.03,0,188.22
Yanktoncity,SD,12703,2.55,13.58,25.71,12.63,14.19,21344,20.81,20.51,2.18,8.8,0,189.01
Whitehalltownship,PA,22779,2.44,11.08,24.25,11.57,15.22,33214,26.36,16.47,4.19,8.6,0,189.92
Friendswoodcity,TX,22814,2.94,15.77,25.37,11.34,5.03,50492,7.43,34.87,3.72,9.3,0,190.01
Plainfieldtown,IN,10433,2.51,11.98,24.63,11.31,13.56,34466,15.5,18.85,2.43,10.8,0,190.21
Derbytown,CT,12199,2.45,10.15,26.06,12.03,16.79,35808,28.15,15.09,7.2,9.63,0,190.79
SouthJordancity,UT,12220,4.32,21.23,28.04,12.06,3.71,43804,9.1,22.85,3.21,4.1,0,190.84
Nicevillecity,FL,10507,2.67,15.3,27.32,13.17,8.19,31510,14.19,22.41,5.82,10.31,0,190.95
Folsomcity,CA,29802,3.4,9.98,27.1,10.49,7.91,46726,15.77,24.19,4.16,8.28,0,190.95
Auburncity,NY,31258,2.62,11.94,26.05,12.42,16,22271,31.67,11.91,8.96,11.37,2,191.96
Wabashcity,IN,12127,2.58,13.14,25.76,12.72,13.9,25141,31.91,10.07,6.72,12.13,0,194.19
Roswellcity,GA,47923,2.63,13.41,26.22,12.12,6.21,52205,7.71,45.56,2.64,10.52,0,194.49
Edmondscity,WA,30744,2.43,11.6,22.48,10.84,13.35,40515,9.76,31.01,3.28,11.95,0,194.55
Stroudtownship,PA,10600,2.66,12.81,21.97,10.57,13.2,39690,18.67,22.01,4.77,8.48,0,194.82
CottageGrovecity,MN,22935,3.35,15.96,27.33,11.34,2.39,46027,7.65,19.13,4.23,6.3,0,195.71
Ellensburgcity,WA,12361,2.58,31.67,51.82,41.12,9.18,14456,16.94,29.81,8.07,8.36,0,196.79
LakeHavasuCitycity,AZ,24363,2.46,10.16,18.45,8.51,22.87,28826,20.98,13.3,3.19,10.42,0,196.89
Swanseatown,MA,15411,2.93,15.41,25.59,13.55,12.51,40117,26.72,18.71,4.6,6.44,0,197
Janesvillecity,WI,52133,2.56,13.04,26.68,12.3,10.53,31583,18.84,15.53,5.85,11.16,0,197.14
Tooelecity,UT,13887,2.87,17.18,27.67,12.28,10.05,29784,22.66,11.22,10.08,11.54,0,198.28
CoosBaycity,OR,15076,2.41,12.56,23.26,10.77,16.14,21579,23.06,13.82,9.82,15.27,0,198.58
Mitchellcity,SD,13798,2.43,14.19,25.73,13.34,15.79,20146,24.49,15.45,4.67,8.36,0,198.79
SanMarinocity,CA,12959,3.01,16.08,22.09,11.96,13.98,100077,4.77,61.5,2.81,4.4,0,198.88
Foxboroughtown,MA,14637,2.78,13.08,26.11,12.89,9.7,45405,10,27.12,4.97,8.85,0,199
Munstertown,IN,19949,2.76,12.94,20.71,10.25,15.13,48483,12.33,33.16,2.81,5.14,0,199.2
Stratfordtown,CT,49389,2.56,11.17,22.59,10.65,18.16,41745,22.22,21.25,4.97,8.62,3,199.45
Cheyennecity,WY,50008,2.47,13.58,26.2,12.17,10.85,28117,15.41,22.14,6.2,13.1,2,199.81
Miltontown,MA,25725,2.94,13.21,23.55,12.96,15.63,53130,7.96,43.13,4.52,4.85,0,200.02
Lafayettecity,IN,43764,2.42,12.99,28.38,13.61,11.72,27023,19.49,21.41,4.32,12.46,19,200.94
Beltoncity,MO,18150,2.84,14.05,28.87,12.52,6.3,30896,19.47,11.63,5.53,12.66,0,201.24
Bellinghamtown,MA,14877,2.95,13.81,27.92,12.77,7.2,45397,19,19.52,6.41,8.13,0,202.31
SouthHadleytown,MA,16685,2.84,19.78,31.62,20.47,14.06,38694,16.6,25.56,3.37,7.75,0,203.29
Jacksontownship,OH,25265,2.7,14.71,26.32,12.85,9.27,34670,20.22,13.87,3.68,11.29,0,203.33
Greeleycity,CO,60536,2.67,19.66,34.21,21.15,9.64,23462,23.42,25.08,5.67,11.09,0,203.69
Rogerscity,AR,24692,2.54,12.84,25.81,11.93,14.62,26198,22.43,15.11,3.31,11.54,0,204.23
Vernontown,CT,29841,2.46,12.19,28.41,12.87,10.57,40543,18.96,25.68,3.5,11,0,204.28
Bartletttown,TN,26989,3.19,17.76,25.22,11.56,4.81,47346,9.08,23.51,2.41,6.5,0,204.32
Pearlandcity,TX,18697,2.84,14.12,25.46,11.54,7.16,42565,14.97,22.1,3.13,10.41,0,204.68
Aberdeencity,SD,24927,2.49,16.7,29.65,16.59,13.57,22422,22.7,22.63,3.57,8.26,0,204.97
Watertowntown,CT,20456,2.82,13.54,24.64,12.44,12.2,45763,23.77,19.95,5.12,7.81,0,204.98
Cortlandcity,NY,19801,2.87,26.77,42.55,30.67,11.83,22550,24.93,21.78,6.3,9.96,0,205.49
SanCarloscity,CA,26167,2.37,9.03,19.36,8.48,14.25,54658,8.38,35.77,2.43,11.26,0,205.56
Cliftoncity,NJ,71742,2.47,10.56,23.01,10.97,18.96,39905,27.14,20.43,4.71,7.93,0,205.68
Madisoncity,AL,14904,2.5,9.83,30.35,10.27,3.03,42911,7.58,48.97,2.92,9.9,0,205.84
Dovertownship,NJ,76371,2.79,13.94,24.48,12.14,14.42,40704,21.2,20.59,5.01,7.66,0,205.97
Randolphtown,MA,30093,2.76,11.89,25.49,12.14,13.23,43244,15.28,21.81,6.41,7.48,0,206.47
Lodiborough,NJ,22355,2.49,10.62,26.76,11.77,15.26,33311,33.67,15.29,7.04,10.17,0,206.88
DeerParkcity,TX,27652,3.13,17.12,27.74,12.78,4.32,46199,15.69,15.34,5.29,10.24,0,207.47
SomersPointcity,NJ,11216,2.37,11.31,25.34,10.94,14.29,31793,21.19,20.36,3.44,13.27,0,207.79
Tallmadgecity,OH,14870,2.67,13.36,23.28,11.77,12.94,36979,17.19,20.49,5.36,7.76,0,208.02
Hoovercity,AL,39788,2.48,12.01,26,11.67,9.08,44747,5.76,45.77,2.42,9.36,0,208.03
Wilbrahamtown,MA,12635,2.82,13.13,20.61,10.56,13.98,50275,12.08,34.36,4,5.49,0,208.06
SouthCharlestoncity,WV,13645,2.23,11.4,21.92,9.69,17.06,27366,17.43,22.6,4.83,12.8,0,208.13
GrandChutetown,WI,14490,2.65,12.62,28.64,13.24,7.28,39683,13.83,26.47,2.95,8.02,0,208.53
Warrensburgcity,MO,15244,3.05,37.31,55.81,45.03,7.83,19672,16,35.13,8.12,6.09,0,208.53
Bouldercity,CO,83312,2.4,21.85,41.56,27.91,6.67,29407,5.08,58.87,5.05,10.73,29,208.56
CherryHilltownship,NJ,69348,2.83,12.71,22.49,11.04,12.63,54432,12.48,40.91,3.16,6.68,0,208.93
Northboroughtown,MA,11929,2.94,13.26,23.66,11.1,6.89,57963,10.11,42.17,4.57,7.29,0,209.22
Pepperelltown,MA,10098,2.98,14.43,25.95,11.43,6.43,44492,12.3,30.6,5.47,8.09,0,210.18
Wethersfieldtown,CT,25651,2.45,10.2,20.19,9.78,20.09,43888,19.99,28.27,3.46,6.95,0,210.28
Claremorecity,OK,13280,2.57,13.83,26.09,12.5,13.61,23483,25.2,15.21,5.27,14.24,0,210.67
TempleTerracecity,FL,16444,2.57,14.36,28.13,14.18,9.02,37156,7.82,39.7,2.92,11.42,0,210.79
Piquacity,OH,20612,2.66,14.65,27.14,13.22,12.16,25026,30.5,9.03,7.34,11.62,0,210.81
MountPleasanttown,WI,20084,2.61,12.29,22.21,10.48,13.64,38920,20.43,21.34,4.04,7.82,0,210.97
Bothellcity,WA,12345,2.51,12.64,24.29,11.44,11.34,37159,10.01,27.18,3.3,12.42,0,211.18
Salemtown,NH,25746,2.8,13.16,26.19,12.32,9.06,44210,17.56,20.39,6.35,9.48,0,211.4
WestGoshentownship,PA,18082,2.79,12.3,24.9,11.94,10.12,51265,10.41,38.96,2.23,6.97,0,212.07
Pullmancity,WA,23478,3.18,39.89,65.11,54.11,3.85,17886,3.27,65.82,4.92,4.1,0,212.45
Butlercity,PA,15714,2.28,12.95,26.14,13.03,17.24,17391,27.26,11.04,7.39,14.39,0,212.73
Mauldincity,SC,11587,2.67,14.45,26.9,12.13,6.47,41524,11.61,28.41,2.67,9.43,0,212.78
Williamsburgcity,VA,11530,3.32,40.83,58.9,49.38,10.29,25393,16.26,42.9,4.87,6.34,0,212.83
Marioncity,OH,34075,2.59,14.23,26.63,12.85,11.68,22439,30.32,9.41,10.98,14.6,0,212.87
BlueSpringscity,MO,40153,2.97,16.23,27.89,12.44,5.35,39904,9.91,23.85,3.77,10.1,0,213.14
GrantsPasscity,OR,17488,2.45,12.39,22.84,10.74,18.69,21557,23.86,14,9.34,15.48,0,213.5
MountVernoncity,WA,17647,2.56,14.1,27.35,13.21,12.17,27022,18.19,17.65,5.91,14.5,2,214.08
Seymourtown,CT,14288,2.55,11.33,25.03,11.4,13.1,39864,20.88,18.61,4.71,8.73,0,214.31
Carrolltoncity,TX,82169,2.7,12.05,27.8,11.04,3.15,45787,10.15,37.45,3.85,11.77,0,214.51
Brandoncity,MS,11077,2.86,16.31,25.69,12.27,7.55,40633,14.33,34.1,3.52,8.88,0,214.53
Watervillecity,ME,17173,2.61,20.44,33.58,21.93,14.56,22617,25.49,22.24,7.63,11.17,0,215.44
SugarLandcity,TX,24529,3.03,13.03,21.25,8.89,6.08,56571,9.32,43.06,4.08,6.83,0,216.2
Wolcotttown,CT,13700,2.96,13.85,25.13,12.65,11.05,48507,21.15,15.56,5.82,6.67,0,216.29
Ewingtownship,NJ,34185,2.82,16.96,28.21,17.49,15.37,43191,20.69,25.55,3.82,8,0,216.31
Mariettacity,OH,15026,2.53,16.54,27.96,16.23,14.53,20950,24.71,19.77,6.82,12.36,0,216.78
Parkersburgcity,WV,33862,2.34,12.47,23.71,11.54,17.41,20461,30.81,12.8,8.01,13.17,1,216.8
Phoenixvilleborough,PA,15066,2.4,9.98,27.58,11.45,13.34,31848,25.93,18.95,3.76,11.62,0,216.85
Martinsvillecity,IN,11677,2.65,15.06,27.84,13.57,13.27,24868,30.57,9.2,5.96,13.2,0,216.87
Cudahycity,WI,18659,2.51,12.66,26.51,12.19,12.93,30031,23.2,9.13,4.98,10.65,0,217.26
JeffersonCitycity,MO,35481,2.51,12.74,26.59,13.01,13.63,27597,21.93,27.48,4.81,11.96,0,217.44
Tigardcity,OR,29344,2.43,11.36,25.88,11.01,10.28,35669,9.09,30.13,4.01,12.55,0,218.59
Westporttown,MA,13852,2.8,15.12,25.78,13.76,12.8,37092,31.08,18.72,7.45,7.69,0,219.16
CollegeStationcity,TX,52456,2.93,43.38,66.64,55.32,2.55,14481,6.23,58.92,5.98,3.81,0,219.36
LowerSalfordtownship,PA,10735,2.89,11.27,23.45,10.14,7.27,45262,17.77,26.2,1.97,6.85,0,219.84
Holbrooktown,MA,11041,2.8,12.9,26.91,13.15,11.89,37775,17.16,16.29,7.67,8.08,0,219.86
Somervilleborough,NJ,11632,2.56,10.46,27.85,12.56,13.26,39667,21.7,24.47,5.46,10.43,39,220.3
Middletowntown,CT,42762,2.54,15.31,33.76,17.89,10.8,37644,22.74,26.44,4.43,10.83,0,220.58
Corvalliscity,OR,44757,2.67,24.96,43.59,31.11,8.17,23212,7.93,49.01,5.52,8.21,3,220.96
Kirklandcity,WA,40052,2.33,11.4,28.69,12.9,8.42,38437,8.07,36.63,3.45,15.07,0,221.18
Eatontownborough,NJ,13800,2.54,12.83,29.41,14.12,9.56,36864,14.77,26.1,4.16,10.45,1,221.64
Bellevuecity,WA,86874,2.43,12.34,26.4,12.55,9.53,43800,5.82,45.65,3.03,11.63,13,223.06
CanonCitycity,CO,12687,2.51,11.8,21.53,9.88,20.52,18423,25.18,13.7,9.17,14.02,0,223.06
MissouriCitycity,TX,36176,3.13,15.67,24.16,11.01,3.74,51984,7.74,39.77,3.34,9.01,0,223.06
Manchestercity,NH,99567,2.47,12.69,29.69,14.17,12.17,31911,25.06,19.57,7.07,12.1,1,223.14
Chandlercity,AZ,90533,2.87,13.1,29.46,11.91,4.58,38124,14.24,26.2,4.54,11.72,14,223.64
Bangorcity,ME,33181,2.48,14.56,30.69,16.58,11.85,24674,16.49,24.45,5.78,14.05,0,224.8
Clarksvilletown,IN,19833,2.44,13.58,27.21,13.3,13.31,25372,25.4,9.84,5.79,14.76,0,225.01
MissionViejocity,CA,72820,2.89,14.31,24.75,11.58,7.47,61058,6.33,39.1,2.9,8.93,0,225.56
WestHartfordtown,CT,60110,2.51,11.46,21.5,10.78,18.84,49642,12.68,46.63,3.96,7.19,0,225.99
Norwoodtown,MA,28700,2.6,11.17,27.41,12.76,14.42,42805,13.89,27.01,4.85,7.64,0,226.63
Derrytown,NH,29603,2.75,12.23,29.21,11.68,5.1,43419,13.71,24.97,5.47,10.46,0,227.32
Hillsborocity,OR,37520,2.92,14.67,27.32,12.4,7.64,33125,18.34,19.27,4.09,11.96,1,228.53
Duncancity,OK,21732,2.42,12.9,22.3,10.07,17.83,23393,27.29,17.94,7.18,11.09,0,228.66
Oceantownship,NJ,25058,2.71,12.99,24.68,11.55,10.16,46885,13.96,34.7,4.61,8.6,0,228.86
Russellvillecity,AR,21260,2.65,18.7,33.21,19.96,11.46,22902,27.12,20.76,6.58,11.04,0,229.44
Normancity,OK,80071,2.51,20.19,37.58,23.27,7.38,25165,12.86,38.05,6.05,11.19,0,230
Salemcity,MA,38091,2.41,12.45,29.41,14.63,13.69,32645,21.8,24.52,7.28,10.7,3,230.76
Lansdowneborough,PA,11712,2.38,10.37,24.64,11.01,15.54,35795,12.09,30.06,3.84,9.18,0,231.16
Richlandcity,WA,32315,2.46,12.91,24.34,10.8,11.66,36626,9.66,34.73,5.05,11.03,4,231.23
Middletownship,NJ,14771,2.76,11.56,22.94,10.34,15.89,30524,30.12,11.83,7.94,10.19,0,231.48
GooseCreekcity,SC,24692,3.34,13.96,30.62,11.34,1.98,30007,12.72,14.14,2.85,6.72,0,232.55
TintonFallsborough,NJ,12361,2.8,9.53,24.59,8.6,7.48,51988,10.4,41.26,3.47,8.01,0,232.79
Fitchburgcity,WI,15648,2.45,11.25,36.13,16.47,3.55,35550,7.34,37.44,1.9,10.94,0,232.83
Lewistoncity,ID,28082,2.44,13.81,24.98,12.28,14.48,25711,19.14,16.31,6.42,12.34,0,233.06
Staffordtownship,NJ,13325,2.61,12.71,21.28,10.19,18.55,31689,27.82,12.48,6.23,8.79,0,233.22
Greenburghtown,NY,83816,2.7,11.48,22.61,10.44,12.67,58947,12.2,46.65,4.37,7.39,0,233.77
Hammontontown,NJ,12208,2.77,13.29,25.34,13.25,16.32,34450,34.16,14.86,4.66,8.59,0,234.34
ElkCitycity,OK,10428,2.6,14.41,25.02,11.09,13.67,20277,33.01,12.64,8.24,12.13,0,234.68
ColonialHeightscity,VA,16064,2.52,13.47,23.87,12.09,14.2,34472,22.19,16.69,3.93,10.73,0,234.77
JohnsonCitycity,TN,49381,2.51,16.51,29.86,17.48,13.95,23053,28.92,25.88,6.58,12.44,1,234.82
Kirkwoodcity,MO,27291,2.43,10.59,19.79,8.65,15.95,42113,11.77,42.87,3.12,9.71,0,234.84
Albanycity,OR,29462,2.5,13.87,27.03,13.33,12.43,24474,18.95,12.44,6.9,15.32,2,234.92
Newbergcity,OR,13086,2.88,16.23,29.02,14.85,11.41,26974,20.89,18.81,4.35,11.49,0,235.04
Franklincity,OH,11026,2.71,14.91,29.09,14.17,9.85,25569,39.42,6.47,8.17,12.97,0,235.07
Pecoscity,TX,12069,3.2,16.31,27.75,12.84,9.72,19017,52.26,7.64,13.32,9.11,0,235.59
WestPatersonborough,NJ,10982,2.58,10.84,26.87,12.35,12.46,44933,25.64,21.07,4.19,8.82,0,236.22
PoncaCitycity,OK,26359,2.46,12.67,23.36,10.41,14.91,26405,20.03,21.89,4.86,10.78,0,236.38
WestAlliscity,WI,63221,2.36,10.49,25.52,10.88,15.88,29622,20.84,12.36,4.01,10.69,0,236.43
Moorparkcity,CA,25494,3.35,12.66,26.08,10.6,3.58,60368,14.67,28.42,3.58,8.04,0,236.6
Brentwoodborough,PA,10823,2.34,10.46,24.26,10.93,18.04,27698,18.96,16.12,4.62,9.7,0,237.1
SimiValleycity,CA,100217,3.13,15.35,28.8,13.85,4.87,53967,13.34,21.12,4.11,10.93,0,237.24
